customer_id,first_name,last_name,curent_credit_card,email,address_street_number,address_city,address_state,address_zip,region,phone_number,start_date,end_date
e1dece1df0bb735c2efb99de5fe192c4,CHARLSIE,VONFANGE,5493678005963263,cvonfange@aol.com,3060 East Street,San Marcos,CA,92069,west,(714)966-3286,2016/08/08,2016/05/22
1df6f5b156517deab36d45eb92f01857,DARRAN,WIBEL,4050669245944260,wibel35@gmail.com,5306 Pearl ST,Loudon,TN,37774,south,(865)480-1217,2015/03/02,
9749edfe94adb98affb32dfe1ea6df30,MARILOU,VACARRO,4026527286439826,marilou.vacarro@gmail.com,5850 Pearl Street,Cherry Valley,MA,01611,northest,(508)231-8101,Jan 24 2016,
157435f51ad2514f4052292552123fec,LASHAWN,ABODEELY,5407473235364871,lashawn.abodeely@yahoo.com,8450 Myrtle Avenue,Middle River,MD,21220,midatlantic,(410)413-2755,2016/01/13,
942f092bbcd33d2ef74915b0b8de1932,EDWARDO,BOZEAT,343061349941787,bozeat88@att.net,504 Creek Road,Douglasville,GA,30135,south,(770)766-6957,Feb 01 2012,
635e71e583d055776fef9f1418ae51c1,KISHORE,VALENTO,4500981764467244,kishore44@gmail.com,2402 Maple Avenue,El Paso,TX,79904,southwest,(915)271-4504,2016/06/04,
86837bfff61569bc65396050325c44ae,SEAD,KAROHL,,skarohl@yahoo.com,,,,,,,,
24396cc3892e845ff837fecf144706d1,KAL,REVO,5101275877592083,krevo@gmail.com,5934 Prospect Street,Winfield,KS,67156,midwest,(620)640-2719,2012/10/01,
da9563f2a9c94c655f3a6faf9a8c6aa4,BRIGITTA,TEAYS,,,,,,,,,,
ad782ee91b4e787320f6d73b7ead13ca,VERNA,KOSTELAC,5440284133217114,verna96@gmail.com,7313 3rd Avenue,Fort Wayne,IN,46815,midwest,(260)284-8646,2016/02/09,
d6c44b242456f68fefffd5084dc94b96,GAYLAN,JORDT,4821124882449701,gaylan.jordt@att.net,4579 Park ST,Lake City,SC,29560,south,(843)354-1432,2015/06/26,
4a451c9f7552466fa89e4ccd8d337cc4,MARGARETHE,HARRIELL,4034432983758752,margarethe94@att.net,189 Hillcrest Drive,Claremore,OK,74017,southwest,(918)689-4113,2012/10/02,
c4c54b8a575941b253afcb0dc51728eb,CAROLYN,HANVELT,342656156899991,chanvelt@outlook.com,8077 5th ST W,Ransomville,NY,14131,midatlantic,(716)367-4996,2015/09/28,
d2692d45b372f5dcb2854f625df96243,AUDRIA,FORMENTINI,5298456115231147,audria.formentini@aol.com,7782 Grove Street,Haverhill,MA,01830,northest,(978)339-3402,Dec 08 2014,
37fef2712217c836ba1f611db0f54214,ZBIGNIEW,HERTZFELD,4491890401006648,zhertzfeld25@aol.com,3668 Colonial Drive,San Francisco,CA,94109,west,(415)948-9735,2015/04/07,
a45335504359d5ef816953da1b8ddd97,TWILA,BURCHFIEL,4815864658263070,burchfiel80@att.net,3197 Lafayette AVE,Los Angeles,CA,90025,west,(213)766-5915,2015/06/02,
82c409068b2cff7308de813bec352473,SILVANO,REASH,4975706889646686,silvano.reash@att.net,3297 Academy ST,Little Rock,AR,72223,south,(501)274-2655,2014/12/17,
f4211957e6f88c5ebf467f15a615bdf2,TOBBY,GRIESERT,4499546599004915,tobby.griesert@gmail.com,4232 Henry Street,Osseo,WI,54758,midwest,(715)534-1977,2016/10/11,
f113fdbadca3c502b88157baea8b4417,AYDA,MULAT,4978022894865676,ayda.mulat92@gmail.com,591 Aspen CT,Bessemer,AL,35023,south,(205)520-9088,2012/06/12,
e00fd80de2608614e6b0ef858b80433f,ARMINDO,HARBUS,4337720777342469,aharbus21@gmail.com,32879 Mill Street,Bahama,NC,27503,south,(919)755-3812,2015/02/11,
03bc2fd44aed1db90413afdc3d04a119,MARIA,PILIPOVIC,5571392815874480,pilipovic26@gmail.com,4797 Grove Street,Carrollton,TX,75010,southwest,(214)806-6495,Sep 15 2015,
2d6e8713ed0abb6abb7036aaec9b8b6e,WEI,MACNEILL,5517211434776850,wmacneill@att.net,3224 Orange Street,Williamston,MI,48895,midwest,(517)856-2981,Mar 29 2012,2012/04/16
eb76bbcf41b33d854840952cfa215cb1,GIULIA,LINNAN,4839132560943365,giulia.linnan28@gmail.com,309 Cambridge Drive,Dos Palos,CA,93620,west,(209)328-8570,Jul 19 2011,
82bf03a8559ebdf0661d74a9657fcfb6,RIAD,AROCHE,,aroche59@gmail.com,,,,,,,,
b2fe1a54de1ce50e5f98b0717699730a,MAURA,BLATTMAN,5115680991956852,mblattman@aol.com,9738 Laurel Street,Phoenix,AZ,85020,southwest,(602)526-4515,2015/11/18,
85e12fab196a0029fb0ac5718f413770,TANGIE,CLAPSHAW,4518219588633117,clapshaw62@mac.com,5095 Elm AVE,Redwood City,CA,94062,west,(650)282-2046,Sep 16 2013,
11fa07ee348e4a1b4f6d72842d2c26e8,IZABELA,LOVETT,,,,,,,,,,
3983bd3998fb4b55313bfa10b6aaf391,NORBERTA,BACHLOR,,,,,,,,,,
6fa890646c1297b65d4fe78655228fa3,JERUSHA,ORTEGON,4674160510941170,jerusha.ortegon@gmail.com,296 Fairway DR,Stuart,FL,34996,south,(561)968-1076,Apr 28 2015,
92e41e543fbbbcfefab1f7829081a86b,MARI-ANN,GEBRE,4736458350532779,mgebre@hotmail.com,7340 Poplar ST,Titus,AL,36080,south,(334)642-1460,Dec 07 2012,
e9739fd77a4f3de672c26b04f073b04f,SHAREN,SAMBRICK,4792948604906124,ssambrick54@gmail.com,4498 George Street,West Bloomfield,MI,48323,midwest,(248)267-5366,2015/12/21,
0b93bd5e51d07a1de9ad95e9b1aef4a7,MARISOL,VESPRINI,,marisol.vesprini@yahoo.com,,,,,,,,
831ab70740799550b532d69b9b005530,JERMEY,LOWIN,5213832651241018,jermey.lowin@aol.com,6661 Fairview AVE,Quincy,MA,02169,northest,(781)406-1061,2016/12/30,
5440f7f924d8bc2afb878f36789314ae,NORVAL,HOLIAN,5330272333541410,nholian37@aol.com,6968 3rd Street,Herkimer,NY,13350,midatlantic,(315)829-2354,2016/01/11,2016/01/05
cf8e7f365a7cc3d41137f851ea431b1b,KAY,CHIANELLO,,,,,,,,,,
234e98dae4842ea2e5ce9e6840c15862,BEVERLY,GUMLAW,5308892662471941,gumlaw46@gmail.com,8007 Laurel Street,Brooklyn,NY,11215,midatlantic,(917)286-8926,Aug 21 2013,
ab7870ffa1068e85bfb67c2771bcc51b,PHILIPPA,MCCROSSIN,4244379112950542,mccrossin71@gmail.com,9253 Hillcrest DR,Texarkana,TX,75503,southwest,(903)596-1866,2013/12/03,
78c337ee58555ff8293ab08d4357f5fa,DERRYL,MCCADDIN,5417161629414611,dmccaddin39@yahoo.com,6324 Park Street,Escondido,CA,92027,west,(760)291-2220,2015/01/14,
2e889dade9a4c4e05d171d002008535f,RENELL,MULACEK,5426381395579235,mulacek97@att.net,5383 Devon Road,Tomball,TX,77377,southwest,(713)786-7313,2014/01/07,
497afa173ff16f54dde623dfc99ae551,KHADIJA,SCHWARZMANN,4704538928275733,khadija.schwarzmann@yahoo.com,38007 North Street,Winfield,AL,35594,south,(205)627-2793,Feb 10 2015,
0f4a6c6381b80cc119d0793de7302441,CHIEU,THALACKER,4831590346007764,chieu29@gmail.com,4484 Jefferson ST,Denver,CO,80203,southwest,(720)609-8956,2010/01/05,
fc520df6be39bd4273eb875ecbff1671,KIA,RENBERG,4152581670637039,kia91@yahoo.com,267 Hillcrest Drive,Lanham,MD,20706,midatlantic,(240)213-6621,2016/10/10,
a38a6119b79ded445e2ef86a62dcf1d7,KIRSTIE,THATCH,5322722712394094,thatch76@gmail.com,6623 Willow Street,Marion,IL,62959,midwest,(618)766-8416,2014/09/27,
7dde96bda8e2641c1d1f2071d29cb931,MAYRA,UKESTAD,,,,,,,,,,
594e25c1c775dcc563b39a8514e67255,LATRISHA,KANGETER,5144725458402235,lkangeter@att.net,6098 Lafayette Avenue,Lansing,MI,48917,midwest,(517)657-9996,Apr 03 2012,
c97c0b008b9f8600210a81b7c1bebfb2,HAL,DREADEN,5128822241353921,hdreaden95@yahoo.com,118 Prospect Avenue,Palm Beach,FL,33480,south,(561)947-8321,2014/07/23,
9a155c34a5c46c37467cb0b9797f6942,DORA,OSENBERG,4175147178926935,osenberg24@gmail.com,7384 6th Avenue,Stillwater,MN,55082,midwest,(612)998-1155,2015/12/15,
c9f278691d75db9b624b48fe94b778bc,RIHCARD,AUSK,4015413683461248,rausk@gmail.com,85013 3rd Street North,Fontana,CA,92335,west,(909)475-7041,2016/06/03,
70974e99685adf0a4425218f0c79959b,KENWOOD,COULEHAN,,,,,,,,,,
c0bd08ac8b36c7a0b22fe529045b44e3,ORVIN,KOINZAN,5291294854937409,orvin.koinzan@att.net,5177 Pearl ST,Englewood,CO,80111,southwest,(303)528-1894,Aug 12 2013,
40a7e231934dc2adfc41cac5e811dc04,ASSUNTA,FIALKOFF,,assunta37@yahoo.com,,,,,,,,
58759d0f9f9a68c5b2ac62f27369cbd8,SALIL,TATKENHORST,4333458655638625,salil56@gmail.com,785 Pennsylvania Avenue,Temple City,CA,91780,west,(562)309-9273,2016/04/27,
5e20c6bea992dce2418e7a9591a116ef,CONNY,KREUZIGER,5107884133093523,ckreuziger@yahoo.com,22473 Cedar ST,Lumberton,MS,39455,south,(769)253-5921,2016/01/19,
8b1f0eee2cf67c2a28ab065ff2406bf4,JAZMIN,LERAY,5198407194272726,jazmin82@att.net,3020 9th Street,Sandy,UT,84092,southwest,(801)550-9309,2016/12/14,
e1994be0ea4f6caecfa57b3ff2569520,QUIANA,TANGUILIG,5316251400157258,tanguilig23@att.net,9670 Elm Avenue,Bloomington,IL,61701,midwest,(309)487-4142,2013/09/02,
5c98fc09d7254081b2e6e565a38f6e97,TAFFY,MODZEL,4682130247774211,taffy69@att.net,3689 Essex Court,Glendale,AZ,85306,southwest,(623)673-6816,2016/12/14,
386d83afbd8fd2b790756a4329a8990a,KANDI,BONIFANT,5207131372691883,kbonifant99@gmail.com,457 Division Street,Lombard,IL,60148,midwest,(773)535-3200,2014/09/04,
e9d861ef860696463f4f22fe3ab75b9f,EPIMENIO,STOUTER,4512211589826085,epimenio.stouter49@gmail.com,92153 Cambridge Court,Lockport,IL,60441,midwest,(815)505-6784,2016/09/24,
9f6fda6c8023bf21cd7816d22fc6aedb,JANAE,MAGARGLE,5256483630334982,magargle98@gmail.com,728 Union Street,Romeoville,IL,60446,midwest,(630)635-2993,Jan 18 2014,2015/06/08
7302cfa8db5ab4237883a304759cd195,ILMA,DAMAST,4761554335436280,ilma.damast@aol.com,5676 John Street,Saint Paul,MN,55128,midwest,(612)376-8259,2015/12/12,
e89f0052a7be346de7cb2689b1dee105,ZOLLIE,NARSI,4339790044860706,narsi99@yahoo.com,1166 Elizabeth ST,Lynnwood,WA,98087,northwest,(425)748-2863,2015/02/06,
b44a83912f8edb155b0b7d0243204615,DEWAIN,CHRONOWSKI,4150398307812609,dewain.chronowski@gmail.com,850 Arch Street,Rainsville,AL,35986,south,(256)734-4308,2016/03/07,
eaf3fd827f2576e9cc3bfd257744d5c3,NELIDA,REINDERS,4432813647392070,nreinders43@gmail.com,1483 Fairview Avenue,Jamaica,NY,11434,midatlantic,(646)986-1648,2016/12/05,
81594f4e53ad0d7f8da9a106065befb4,LAMONTE,SPAGNER,,lamonte.spagner@gmail.com,,,,,,,,
9e8f71fd31b2beee07c5be1e2ce86db8,JOYANNE,KHERA,4225092454233179,jkhera@att.net,757 Orange Street,Saint Clair Shores,MI,48082,midwest,(586)559-4119,Aug 10 2015,
5ed5a225540c594a3065db1b56b30189,SHAKIRA,MUDRI,4824780703521073,shakira50@gmail.com,6688 Main ST N,Wyanet,IL,61379,midwest,(815)456-2027,2010/08/27,
30525568748d9ac0b3ff64a37249adc4,KYM,FARRAG,4607926835414685,farrag58@aol.com,3207 Bridge Street,Port Lavaca,TX,77979,southwest,(361)896-7247,2015/01/19,
4ba1b59361765dfdac0b2a32621f2a7b,KATEY,KERKSTRA,347225709265536,katey.kerkstra@gmail.com,360 King ST,Louisville,KY,40203,south,(502)494-5425,2013/08/08,
88be98dc239871eb28792a9089094266,KULWANT,MCSPIRIT,5515483911164758,kulwant.mcspirit@hotmail.com,43518 Dogwood Drive,El Paso,TX,79924,southwest,(915)750-9737,2012/08/06,
c74bda8fa72e863019ce92245a0577a1,LENN,ZETTLE,4433524326085386,lenn.zettle@aol.com,9169 Jefferson Street,Salt Lake City,UT,84102,southwest,(801)650-7075,2013/08/28,
21a8356ae8a7dd0662668aa108edd629,ISAK,MILBAUER,5482036919008497,isak.milbauer@att.net,8830 11th Street,Deerfield,NH,03037,northest,(603)572-1489,2013/07/12,2014/03/05
6ebe8f34d70ce3196db8cec9836cb4ca,NORIO,KHETANI,4985266784275452,khetani57@gmail.com,585 Aspen Court,San Diego,CA,92123,west,(619)975-5344,2012/06/05,
f25ce978e4737fd4fd99751104e9b295,MASON,OBENG,,,,,,,,,,
49292510ed3e6af3a42d4ed2b4928d6d,MARGARETE,STANKEWICZ,4035075899914485,margarete96@yahoo.com,562 King Street,Winchester,KY,40391,south,(859)388-4702,2013/09/28,
5d596e39a955e92b8527060c4191077b,APOLONIA,FLANINGAM,4993560232496530,apolonia18@gmail.com,813 7th Avenue,Ketchum,ID,83340,northwest,(208)705-2352,2013/02/08,
f1cecf5ed82390fa4e4bc3c6e2175ae8,LETHIA,MENTGES,4632954947492263,mentges67@yahoo.com,3975 Grant Street,Smyrna,GA,30082,south,(678)492-6702,2015/04/28,
cb0cd8e3bb02053436c42c9b58be6fa0,LORETA,SMIGIEL,5169037583790841,lsmigiel30@hotmail.com,2739 Canterbury CT,Chicago,IL,60640,midwest,(312)978-7299,2016/02/20,
eaa5f78fdbe2f7981085f57856f5ed50,CHLOE,BRAEGGER,4759521059386991,chloe.braegger@gmail.com,5812 11th Street,Karnes City,TX,78118,southwest,(830)705-4233,2016/05/02,
d3a494636deca1a520a5aaba3242f9fe,JINNIE,BOUGHTER,4433450168438840,jinnie.boughter@gmail.com,5984 5th Street North,Las Vegas,NV,89101,west,(702)437-2874,Sep 04 2012,
43fd763d84ad34199e18e96190c9385a,ZHI,WAGEN,,,,,,,,,,
8dfae91e680f7af6b80d3a3b2d229d43,YONG,SHIMASAKI,4346378292353483,yshimasaki@yahoo.com,8876 Main Street East,Fresh Meadows,NY,11366,midatlantic,(718)436-4026,2015/12/18,
cf1ee7a2f98ed59d8350b92354489076,DONAVON,HAMMERSTAD,5519343245289587,donavon93@gmail.com,3900 Henry ST,Eubank,KY,42567,south,(606)974-4182,May 19 2014,
4957e95dea785862e6db2f780640cb6c,MICHEAL,PERTTULA,4832686966073397,micheal.perttula@comcast.net,1058 Mill Road,Yucaipa,CA,92399,west,(909)830-4705,2011/07/26,2012/08/08
e1b205d727fa06f841bb1b3ec5423f6f,DARRYLE,MISIOLEK,5145276235559977,dmisiolek@yahoo.com,58107 Penn ST,Huntsville,AL,35802,south,(256)295-9594,2013/01/05,
84d2f2bdb7538cb133aa55098300dd33,LYAL,BODRICK,5401077710303001,bodrick25@att.net,4654 Penn Street,Springfield,MO,65810,midwest,(417)409-5628,May 10 2011,
ffa8f54744e445ee1dcd0942e7ff28ee,HARRY,SAWCHYN,4581823862148669,harry.sawchyn@hotmail.com,1717 10th ST,Silver Spring,MD,20910,midatlantic,(301)382-1673,Mar 17 2016,
946dc086ffbb1d5781226d96f2d34475,SIERRA,STALINSKI,4090755168607506,sierra.stalinski@att.net,477 Washington Street,Chalmette,,70043,south,(504)627-1981,2015/02/09,
e2b01bf6965bd2636378c7fc0df51af5,CAY,JAVES,4380634826948009,cay.javes35@hotmail.com,32942 Railroad ST,Bell Gardens,CA,90201,west,(562)934-3349,Jan 14 2013,
dbccd0013be570887a8fee46b15c2e42,SHANTI,BRUCKS,,,,,,,,,,
c7c120dc2018d9cb39f6f2e157ed1115,NAOKO,SUDBERRY,,naoko.sudberry@gmail.com,,,,,,,,
0e0f62444ad0637fc84adbb56336ad7b,GALDINO,RINIER,5470237596808623,rinier29@hotmail.com,343 6th Street West,Birmingham,AL,35215,south,(205)695-1416,2016/06/02,
4408356664332e09111018429a4452f1,FARON,SEABA,5296904722970201,faron.seaba@gmail.com,507 Market Street,Potlatch,ID,83855,northwest,(208)699-1405,2016/09/13,
14ed000fbf8a4a4c433c5efa3856b8c0,ARAVIND,HILLDALE,4100629181342789,aravind.hilldale@yahoo.com,7269 Henry ST APT C,New Milford,NJ,07646,midatlantic,(201)775-1762,2016/02/26,
a36cb0a3231cfec516d04046851b8265,IDELFONSO,TROSSBACH,5289205741344340,trossbach53@outlook.com,89722 3rd Avenue,Semmes,AL,36575,south,(251)232-9460,2012/03/23,
ea8d4ee8482347fb60b6e776437d7d3d,CHIP,LESNIOWSKI,4714569931210679,chip40@att.net,898 12th Street East,Waynesville,OH,45068,midwest,(937)666-9693,2015/03/26,
14e4a506fd805e8d4f3b380482bffe89,NERISSA,SARGINSON,5115997541628430,nerissa82@gmail.com,1356 8th Street,Baton Rouge,LA,70810,south,(225)830-6611,2016/01/12,
8e9e49dfdcbfdcbd9b36908afbd064e5,CAY,FASZCZEWSKI,342336892562475,faszczewski55@hotmail.com,1366 Glenwood Avenue,Cape Coral,FL,33909,south,(239)847-2339,2013/10/22,2015/10/07
19bb4f949e998a8a5c3255e1ee7227ce,SARALEE,FELLO,4706932690616884,saralee.fello@mac.com,122 Beechwood DR,Pea Ridge,AR,72751,south,(479)716-7331,2016/12/22,
4b00ccaec54d9bd9bfa6ab2b163155b6,IRIS,CHALLENOR,340690790498698,challenor59@gmail.com,3723 King Street APT A,Kenmore,WA,98028,northwest,(425)431-3426,2014/02/15,
46f151eef798856f459143c0e9fb9911,MARLINA,HEFER,4877824815509322,marlina.hefer@yahoo.com,149 Meadow Lane APT A,Bagley,MN,56621,midwest,(218)534-9258,Oct 22 2016,
1e438a004ef675b6f50a2e46c45c0547,MAYUMI,SOHNREY,5201946300840658,mayumi.sohnrey29@gmail.com,794 Cedar Avenue,Los Angeles,CA,90065,west,(323)638-2090,Sep 04 2014,
dbe5c3defe321ced15ec4e17043d61f0,DEWAYNE,WAILES,5270303308604305,dewayne.wailes@comcast.net,141 Woodland Drive,Meridian,ID,83646,northwest,(208)681-7360,2013/12/17,
c33b87abc0b81c598bed18ecebce2dc2,DEATRA,NJENGA,5452012173098019,njenga81@outlook.com,34260 Prospect Avenue,Riverview,FL,33579,south,(813)671-4680,2016/12/04,
9442cb761a8c8e008952889365a86a06,ANTOINETTEL,SCIUBBA,5235384086456484,asciubba44@att.net,371 Devon RD,Oceanside,CA,92057,west,(760)452-8761,2012/01/18,
b933856429131165b7d05ebe5d55f8e3,MANJIT,WERNTZ,4775968312501622,manjit87@gmail.com,4577 School Street,Glendora,CA,91741,west,(626)959-2910,2016/04/19,
a9f26edff73f4d6210fa78fde23ee529,BABATUNDE,KIKKERT,5543898156911610,bkikkert@yahoo.com,717 Ridge Avenue,Winnemucca,NV,89445,west,(775)406-1098,2016/03/07,
2267deac15fd1788823795cf9fd239dc,DILIA,SMOLEN,4046094339444984,dsmolen@gmail.com,9778 Dogwood Drive,Los Alamitos,CA,90720,west,(310)371-7178,2015/10/02,
58ec74d99f1e72e6aa19b4f711a05109,MARYANNA,WESTOM,345325034325568,westom51@yahoo.com,9600 Pennsylvania Avenue,Ennis,TX,75119,southwest,(903)454-8230,2015/07/06,2015/07/28
3a70e4256fff7fceecf8756af1d89414,RAM,GAVRILOS,344041375717625,rgavrilos87@aol.com,72404 5th Street West,Madison,CT,06443,northest,(203)860-6374,2014/03/21,
efaa1f10013cc2e61e0f0aa93cb43070,JACQUELINEA,RAMMAL,4151640411780861,jacquelinea.rammal19@yahoo.com,65107 Hill Street,Tacoma,WA,98445,northwest,(253)327-1511,2016/08/17,
8e5123d4519e4c8190c09e590bc73b1c,WISSAM,OWCA,,wissam.owca@yahoo.com,,,,,,,,
e4423ead1aef38c200e824712ade987c,IOANNIS,RIPPERTON,4685689338804258,ripperton71@aol.com,397 Adams Street,Table Grove,IL,61482,midwest,(309)204-1433,2014/09/02,
7cc78acff8f9c67859e9dab853c83fe4,ANJANETTE,JULIS,4205823700294753,anjanette.julis30@hotmail.com,3366 State Street,Naugatuck,CT,06770,northest,(203)852-8043,2014/02/17,
287f278e09cf117ed5da17f52ab5a9bb,JAIR,BONETTE,4976273071277788,jair59@gmail.com,6177 Penn Street,Mankato,MN,56001,midwest,(612)481-9205,Feb 11 2014,
bf0b68d87184aa7fa17e842a198c2a90,JENITA,KUBILIUS,4382138656521737,jenita.kubilius@yahoo.com,805 Hamilton Street,Clinton,NY,13323,midatlantic,(315)306-7531,2013/11/18,2015/07/20
e16413d7117248f9639f3f6f2ad0023b,BALDEMAR,QUICKSTAD,,,,,,,,,,
cefc9b5530a1ac322b82e12f8e2bddc0,MASAYUKI,BACHMAN,4970936385451787,bachman79@comcast.net,119 Madison ST,Hesperia,CA,92344,west,(760)755-1076,2011/07/04,
09635eed8c4142413ebc2e82bca25ee2,MASAAKI,KURRIGER,4058152286988721,mkurriger@yahoo.com,8232 2nd Street East,Robbinsville,NC,28771,south,(704)396-3083,Nov 25 2016,
f7040ba8a63282ffded7c949c8b5021a,MACEL,FARRARA,4679547714184851,mfarrara62@yahoo.com,4074 Park Drive,Bel Air,MD,21015,midatlantic,(443)923-1561,2013/01/11,
bbfc834fdac74d872f8904aa399cbdd5,HERSCHEL,SCHRECK,4351666662158455,herschel52@gmail.com,6146 Lafayette Avenue,Hewitt,TX,76643,southwest,(254)684-7655,2014/01/03,
0ef8e9295bb9943c5d2198e87e576471,MERLA,FRYS,5473668873967525,merla76@att.net,4452 Madison ST,Baldwin Park,CA,91706,west,(323)661-4004,2014/12/13,
508d805d95e88c3f9bfa6edb3bb80343,ELDORA,MALFAVON,4618390920955990,malfavon71@yahoo.com,5900 Lake Street,Independence,KY,41051,south,(859)394-1475,2012/08/17,
e8e928a91c243aae1d015646358bb89b,CAROLYNE,HANVEY,4052584124541766,carolyne83@hotmail.com,2701 13th Street,Green Bay,WI,54301,midwest,(715)804-7589,Sep 19 2016,
fe0e1fafc43ae21159ebc77722c06400,RUFINO,TOEDTE,4149604657923694,rufino.toedte@att.net,2396 2nd ST,Jackson,GA,30233,south,(770)502-1380,2014/12/11,
23a440c09cf75f4c8f499bca9afd7623,CATARINA,WATRUD,,catarina.watrud@hotmail.com,,,,,,,,
70b9e3509d25c801e810e6da3f602df3,REMEDIOS,TINKLENBERG,4362074330588814,remedios94@att.net,387 Main Street South,Woburn,MA,01801,northest,(508)397-7423,2014/03/03,
4b999c4868fc1a49cf266371a3f825cf,LUCITA,ZULIC,4034959221473363,lucita.zulic@att.net,443 Williams Street,Saint Louis,MO,63128,midwest,(314)886-2984,2015/01/03,
97b0a5408c87d2de61198928ba80a8c0,MYRIAM,DURK,,,,,,,,,,
